             a_s;              fi;               F;            mean;             std;       corr_mean;   corr_std_koef
         5.95000;         0.00000;         1.00000;         5.95000;         1.00000;        -0.00000;         1.00000
         6.00000;         0.00000;         1.00000;         6.00000;         1.00000;        -0.00000;         1.00000
         6.05000;         0.00000;         1.00000;         6.05000;         1.00000;        -0.00000;         1.00000
         6.10000;         0.00000;         1.00000;         6.10000;         1.00000;        -0.00000;         1.00000
         6.15000;         0.00000;         1.00000;         6.15000;         1.00000;        -0.00000;         1.00000
         6.20000;         0.00000;         1.00000;         6.20000;         1.00000;        -0.00000;         1.00000
         6.25000;         0.00000;         1.00000;         6.25000;         1.00000;        -0.00000;         1.00000
         6.30000;         0.00000;         1.00000;         6.30000;         1.00000;        -0.00000;         1.00000
         6.35000;         0.00000;         1.00000;         6.35000;         1.00000;        -0.00000;         1.00000
         6.40000;         0.00000;         1.00000;         6.40000;         1.00000;        -0.00000;         1.00000
         6.45000;         0.00000;         1.00000;         6.45000;         1.00000;        -0.00000;         1.00000
         6.50000;         0.00000;         1.00000;         6.50000;         1.00000;        -0.00000;         1.00000
         6.55000;         0.00000;         1.00000;         6.55000;         1.00000;        -0.00000;         1.00000
         6.60000;         0.00000;         1.00000;         6.60000;         1.00000;        -0.00000;         1.00000
         6.65000;         0.00000;         1.00000;         6.65000;         1.00000;        -0.00000;         1.00000
         6.70000;         0.00000;         1.00000;         6.70000;         1.00000;        -0.00000;         1.00000
         6.75000;         0.00000;         1.00000;         6.75000;         1.00000;        -0.00000;         1.00000
         6.80000;         0.00000;         1.00000;         6.80000;         1.00000;        -0.00000;         1.00000
         6.85000;         0.00000;         1.00000;         6.85000;         1.00000;        -0.00000;         1.00000
         6.90000;         0.00000;         1.00000;         6.90000;         1.00000;        -0.00000;         1.00000
         6.95000;         0.00000;         1.00000;         6.95000;         1.00000;        -0.00000;         1.00000
         7.00000;         0.00000;         1.00000;         7.00000;         1.00000;        -0.00000;         1.00000
         7.05000;         0.00000;         1.00000;         7.05000;         1.00000;        -0.00000;         1.00000
         7.10000;         0.00000;         1.00000;         7.10000;         1.00000;        -0.00000;         1.00000
         7.15000;         0.00000;         1.00000;         7.15000;         1.00000;        -0.00000;         1.00000
         7.20000;         0.00000;         1.00000;         7.20000;         1.00000;        -0.00000;         1.00000
         7.25000;         0.00000;         1.00000;         7.25000;         1.00000;        -0.00000;         1.00000
         7.30000;         0.00000;         1.00000;         7.30000;         1.00000;        -0.00000;         1.00000
         7.35000;         0.00000;         1.00000;         7.35000;         1.00000;        -0.00000;         1.00000
         7.40000;         0.00000;         1.00000;         7.40000;         1.00000;        -0.00000;         1.00000
         7.45000;         0.00000;         1.00000;         7.45000;         1.00000;        -0.00000;         1.00000
         7.50000;         0.00000;         1.00000;         7.50000;         1.00000;        -0.00000;         1.00000
         7.55000;         0.00000;         1.00000;         7.55000;         1.00000;        -0.00000;         1.00000
         7.60000;         0.00000;         1.00000;         7.60000;         1.00000;        -0.00000;         1.00000
         7.65000;         0.00000;         1.00000;         7.65000;         1.00000;        -0.00000;         1.00000
         7.70000;         0.00000;         1.00000;         7.70000;         1.00000;        -0.00000;         1.00000
         7.75000;         0.00000;         1.00000;         7.75000;         1.00000;        -0.00000;         1.00000
         7.80000;         0.00000;         1.00000;         7.80000;         1.00000;        -0.00000;         1.00000
         7.85000;         0.00000;         1.00000;         7.85000;         1.00000;        -0.00000;         1.00000
         7.90000;         0.00000;         1.00000;         7.90000;         1.00000;        -0.00000;         1.00000
         7.95000;         0.00000;         1.00000;         7.95000;         1.00000;        -0.00000;         1.00000
         8.00000;         0.00000;         1.00000;         8.00000;         1.00000;        -0.00000;         1.00000
         8.05000;         0.00000;         1.00000;         8.05000;         1.00000;        -0.00000;         1.00000
         8.10000;         0.00000;         1.00000;         8.10000;         1.00000;        -0.00000;         1.00000
         8.15000;         0.00000;         1.00000;         8.15000;         1.00000;        -0.00000;         1.00000
         8.20000;         0.00000;         1.00000;         8.20000;         1.00000;        -0.00000;         1.00000
         8.25000;         0.00000;         1.00000;         8.25000;         1.00000;        -0.00000;         1.00000
         8.30000;         0.00000;         1.00000;         8.30000;         1.00000;        -0.00000;         1.00000
         8.35000;         0.00000;         1.00000;         8.35000;         1.00000;        -0.00000;         1.00000
         8.40000;         0.00000;         1.00000;         8.40000;         1.00000;        -0.00000;         1.00000
         8.45000;         0.00000;         1.00000;         8.45000;         1.00000;        -0.00000;         1.00000
         8.50000;         0.00000;         1.00000;         8.50000;         1.00000;        -0.00000;         1.00000
         8.55000;         0.00000;         1.00000;         8.55000;         1.00000;        -0.00000;         1.00000
         8.60000;         0.00000;         1.00000;         8.60000;         1.00000;        -0.00000;         1.00000
         8.65000;         0.00000;         1.00000;         8.65000;         1.00000;        -0.00000;         1.00000
         8.70000;         0.00000;         1.00000;         8.70000;         1.00000;        -0.00000;         1.00000
         8.75000;         0.00000;         1.00000;         8.75000;         1.00000;        -0.00000;         1.00000
         8.80000;         0.00000;         1.00000;         8.80000;         1.00000;        -0.00000;         1.00000
         8.85000;         0.00000;         1.00000;         8.85000;         1.00000;        -0.00000;         1.00000
         8.90000;         0.00000;         1.00000;         8.90000;         1.00000;        -0.00000;         1.00000
         8.95000;         0.00000;         1.00000;         8.95000;         1.00000;        -0.00000;         1.00000
         9.00000;         0.00000;         1.00000;         9.00000;         1.00000;        -0.00000;         1.00000
         9.05000;         0.00000;         1.00000;         9.05000;         1.00000;        -0.00000;         1.00000
         9.10000;         0.00000;         1.00000;         9.10000;         1.00000;        -0.00000;         1.00000
         9.15000;         0.00000;         1.00000;         9.15000;         1.00000;        -0.00000;         1.00000
         9.20000;         0.00000;         1.00000;         9.20000;         1.00000;        -0.00000;         1.00000
         9.25000;         0.00000;         1.00000;         9.25000;         1.00000;        -0.00000;         1.00000
         9.30000;         0.00000;         1.00000;         9.30000;         1.00000;        -0.00000;         1.00000
         9.35000;         0.00000;         1.00000;         9.35000;         1.00000;        -0.00000;         1.00000
         9.40000;         0.00000;         1.00000;         9.40000;         1.00000;        -0.00000;         1.00000
         9.45000;         0.00000;         1.00000;         9.45000;         1.00000;        -0.00000;         1.00000
         9.50000;         0.00000;         1.00000;         9.50000;         1.00000;        -0.00000;         1.00000
         9.55000;         0.00000;         1.00000;         9.55000;         1.00000;        -0.00000;         1.00000
         9.60000;         0.00000;         1.00000;         9.60000;         1.00000;        -0.00000;         1.00000
         9.65000;         0.00000;         1.00000;         9.65000;         1.00000;        -0.00000;         1.00000
         9.70000;         0.00000;         1.00000;         9.70000;         1.00000;        -0.00000;         1.00000
         9.75000;         0.00000;         1.00000;         9.75000;         1.00000;        -0.00000;         1.00000
         9.80000;         0.00000;         1.00000;         9.80000;         1.00000;        -0.00000;         1.00000
         9.85000;         0.00000;         1.00000;         9.85000;         1.00000;        -0.00000;         1.00000
         9.90000;         0.00000;         1.00000;         9.90000;         1.00000;        -0.00000;         1.00000
         9.95000;         0.00000;         1.00000;         9.95000;         1.00000;        -0.00000;         1.00000
